id,code,description,category,subcategory,unit,rate
mjd-005454,BUI-0061,"Silo base; 3.0 x 4.0 x 300thk; remove on completion",Builders Work,General,nr,1970.12
mjd-005455,BUI-0062,"Hoist base; 4.0 x 5.0 x 200thk; remove on completion",Builders Work,Plant & Equipment,nr,3102.14
mjd-005456,BUI-0063,"Hoist base; 4.0 x 5.0 x 300thk; remove on completion",Builders Work,Plant & Equipment,nr,4196.8
mjd-005457,BUI-0064,"Ramp to hoist base; 4 x 3 x 0.3m high",Builders Work,Plant & Equipment,nr,850.06
mjd-005458,BUI-0065,"Concrete bed; 100thk C40; 1 layers A252; 100thk 6F2; exc & c/a; B/O & dispose on completion",Builders Work,Concrete Supply,m²,73.16
mjd-005459,BUI-0066,"Concrete bed; 150thk C40; 2 layers A252; 150thk 6F2; exc & c/a; B/O & dispose on completion",Builders Work,Concrete Supply,m²,99.48
mjd-005460,BUI-0067,"Concrete bed; 250thk C40; 2 layers A252; 150thk 6F2; exc & c/a; B/O & dispose on completion",Builders Work,Concrete Supply,m²,126.18
mjd-005461,BUI-0068,"Concrete bed; 300thk C40; 2 layers A252; 150thk 6F2; exc & c/a; B/O & dispose on completion",Builders Work,Concrete Supply,m²,158.22
mjd-005462,BUI-0069,"Concrete bed; 400thk C40; 2 layers A252; 150thk 6F2; exc & c/a; B/O & dispose on completion",Builders Work,Concrete Supply,m²,210.95
mjd-005463,BUI-0070,"Return to infill upstands at hoist positions",Builders Work,Filling,nr,216.46
mjd-005464,BUI-0071,"25mm ramp to lift doorways",Builders Work,Windows & Doors,nr,11.88
mjd-005465,BUI-0072,"RC upstand to crane/hoist bases; 100 x 200 high; 120kg/m3 rebar",Builders Work,Reinforcement,m,39.15
mjd-005466,BUI-0073,"Plywood covers over small service openings in floor slabs; small spans ne 0.50m",Builders Work,General,nr,28.85
mjd-005467,BUI-0074,"Plywood & timber joist covers over medium openings in floor slabs; spans ex 0.5m - ne 2.0m",Builders Work,General,m²,52.45
mjd-005468,BUI-0075,"Weatherproof plywood & timber joist covers over medium openings in floor slabs; spans ex 0.5m - ne 2m",Builders Work,Roofing,m²,102.75
mjd-005469,BUI-0076,"EO for waterproofing over risers and openings. Covers meas sep",Builders Work,Waterproof Concrete,m²,32.94
mjd-005470,BUI-0077,"Cast in GRP mesh grid flooring to service riser openings; 25mm thick; small spans ne 1.0m",Builders Work,Reinforcement,m²,80.6
mjd-005471,BUI-0078,"Cast in GRP mesh grid flooring to service riser openings; 30mm thick; spans ne 1.2m",Builders Work,Reinforcement,m²,108.46
mjd-005472,BUI-0079,"Cast in GRP mesh grid flooring to service riser openings; 38mm thick; spans ne 1.5m",Builders Work,Reinforcement,m²,134.01
mjd-005473,BUI-0080,"Cast in GRP mesh grid flooring to service riser openings; 38mm thick; spans ne 1.5m including rebate and angle; small openings 600 x 300 (0.18m2)",Builders Work,Reinforcement,m²,316
mjd-005474,BUI-0081,"Cast in GRP mesh grid flooring to service riser openings; 38mm thick; spans ne 1.5m including rebate and angle; medium openings 1000 x 600 (0.60m2)",Builders Work,Reinforcement,m²,233.13
mjd-005475,BUI-0082,"Cast in GRP mesh grid flooring to service riser openings; 38mm thick; spans ne 1.5m including rebate and angle; large openings 1500 x 1000 (1.50m2)",Builders Work,Reinforcement,m²,196.73
mjd-005476,BUI-0083,"Cast in GRP mesh grid flooring to service riser openings; 38mm thick; spans ne 1.5m including angle all round (NHBC spec); small openings 600 x 300 (0.18m2)",Builders Work,Reinforcement,m²,377.77
mjd-005477,BUI-0084,"Cast in GRP mesh grid flooring to service riser openings; 38mm thick; spans ne 1.5m including angle all round (NHBC spec); medium openings 1000 x 600 (0.60m2)",Builders Work,Reinforcement,m²,264.01
mjd-005478,BUI-0085,"Cast in GRP mesh grid flooring to service riser openings; 38mm thick; spans ne 1.5m including angle all round (NHBC spec); large openings 1500 x 1000 (1.50m2)",Builders Work,Reinforcement,m²,215.26
mjd-005479,BUI-0086,"Cast in GRP mesh grid flooring to service riser openings; 50mm thick; spans ne 1.8m",Builders Work,Reinforcement,m²,142.42
mjd-005480,BUI-0087,"Rebates; 50 x 38; form rebate to house grid",Builders Work,General,m,5.84
mjd-005481,BUI-0088,"Equal angle; 50x50x5thk (3.8kg/m); galvanised; bolted to face of concrete wall with resin anchors @ 500 c/s",Builders Work,Concrete Supply,m,24.38
mjd-005482,BUI-0089,"Support beam; 102 x 178 x 19kg UB; inc recesses each end",Builders Work,Earthwork Support,m,182.7
mjd-005483,BUI-0090,"Ambar Kelly RiserSafe system. Frames and durbar plates",Builders Work,Reinforcement,m²,665.84
mjd-005484,BUI-0091,"Ambar Kelly RiserSafe Solo. Small single service holes",Builders Work,Reinforcement,nr,0
mjd-005485,BUI-0092,"Fix durbar plate over GRP mesh to service risers",Builders Work,Reinforcement,m²,21.71
mjd-005486,BUI-0093,"Blockwork bund around temporary slab openings inc painting liquid waterproofing to bund and 150mm of slab",Builders Work,Waterproof Concrete,m,18.57
mjd-005487,BUI-0094,"Install & remove access platform, fixed to wall",Builders Work,General,nr,124.03
mjd-005488,BUI-0095,"Provide/hire access platform",Builders Work,General,week,136.88
mjd-005489,BUI-0096,"Install & remove cantidek at each location",Builders Work,General,nr,93.02
mjd-005490,BUI-0097,"Provide static cantidek (hire per week)",Builders Work,General,week,154.58
mjd-005491,BUI-0098,"Provide super roller retractable cantidek (hire per week)",Builders Work,General,week,193.52
mjd-005492,BUI-0099,"Provide static cantidek (sale)",Builders Work,General,nr,8673
mjd-005493,BUI-0100,"Provide super roller retractable cantidek (sale)",Builders Work,General,nr,9617
mjd-005494,BUI-0101,"Saving for using static in lieu of roller cantidek (sale)",Builders Work,General,nr,0
mjd-005495,BUI-0102,"Loading out bathroom pods; max 1500kg; lifting equipment provided by manufacturer.",Builders Work,General,nr,195.88
mjd-005496,BUI-0103,"Loading out bathroom pods; max 1500kg; lifting equipment/pod lifting frame included",Builders Work,Windows & Doors,nr,206.11
mjd-005497,BUI-0104,"Loading out bathroom pods; max 1500kg; lifting equipment/pod lifting frame included; Saturdays",Builders Work,Windows & Doors,nr,299.13
mjd-005498,BUI-0105,"Pod lifting frame",Builders Work,Windows & Doors,week,306.8
mjd-005499,BUI-0106,"Edge protection barriers (1.15m high) to slab edges, left in place after our works for 6 weeks; standard top fixing",Builders Work,Reinforcement,m,9.97
mjd-005500,BUI-0107,"Edge protection barriers (1.80m high) to slab edges, left in place after our works for 6 weeks; standard top fixing",Builders Work,Reinforcement,m,13.77
mjd-005501,BUI-0108,"Edge protection barriers (1.15m high) to slab edges, left in place after our works for 8 weeks; standard top fixing",Builders Work,Reinforcement,m,12.43
mjd-005502,BUI-0109,"Edge protection barriers (1.15m high) to slab edges, left in place after our works for 10 weeks; standard top fixing",Builders Work,Reinforcement,m,14.89
mjd-005503,BUI-0110,"Edge protection barriers (1.15m high) to slab edges, left in place after our works extended hire (per m per week); standard top fixing",Builders Work,Reinforcement,m,1.23
mjd-005504,BUI-0111,"Edge protection barriers (1.15m high) to slab edges, left in place after our works for 6 weeks; cantilevered edge / face fix",Builders Work,Reinforcement,m,13.31
mjd-005505,BUI-0112,"Edge protection barriers (1.80m high) to slab edges, left in place after our works for 6 weeks; cantilevered edge / face fix",Builders Work,Reinforcement,m,0
mjd-005506,BUI-0113,"EO top fix barriers for cantilevered edge fix brackets; 6 weeks duration",Builders Work,Reinforcement,m,3.34
mjd-005507,BUI-0114,"Edge protection barriers (3m high; floor to ceiling) to slab edges, left in place after our works for 6 weeks; full height posts anchored top & bottom",Builders Work,Reinforcement,m,23.56
mjd-005508,BUI-0115,"Full enclosure netting fixed outside edge barriers floor to ceiling",Builders Work,Reinforcement,m,7.7
mjd-005509,BUI-0116,"Protection screens nr 1; hydraulic lifting; including shoes and fixings, etc Block 1; 106m perim x 35 lifts",Builders Work,Masonry,tonne,38748.67
mjd-005510,BUI-0117,"Protection screens nr 2; hydraulic lifting; including shoes and fixings, etc Block 2; xxm perim x xx lifts",Builders Work,Masonry,tonne,0
mjd-005511,BUI-0118,"Protection screens nr 3; hydraulic lifting; including shoes and fixings, etc Block xx; xxm perim x xx lifts",Builders Work,Masonry,tonne,20355
mjd-005512,BUI-0119,"Protection screens nr 4; hydraulic lifting; including shoes and fixings, etc Block xx; xxxm perim x xx lifts",Builders Work,Masonry,tonne,0
mjd-005513,BUI-0120,"Install & remove safety fan",Builders Work,Health & Safety,m,2.07
mjd-005514,BUI-0121,"Provide safety fan (per m, per week)",Builders Work,Health & Safety,m,2.95
mjd-005515,BUI-0122,"Covered pedestrian walkway; timber; 2m wide x 4m high",Builders Work,General,m,556.09
mjd-005516,BUI-0123,"Covered pedestrian walkway; scaffolding; 2m wide x 4m high",Builders Work,Plant & Equipment,m,686.6
mjd-005517,BUI-0124,"Install 'lift fall gates' at lift shaft doorways inc drill and anchor to concrete; fix only free issue metal gates and frames.",Builders Work,Concrete Supply,nr,115.44
mjd-005518,BUI-0125,"Provide 'lift fall gates'; standard opening size; sale",Builders Work,Fencing & Barriers,nr,885
mjd-005519,BUI-0126,"Provide 'lift fall gates'; wide opening with side panels; sale",Builders Work,Fencing & Barriers,nr,991.2
mjd-005520,BUI-0127,"Provide 'lift fall gates' standard opening size; (Hire / opening / week)",Builders Work,Fencing & Barriers,week,11.8
mjd-005521,BUI-0128,"Provide 'lift fall gates' wide opening with side panels; (Hire / opening / week)",Builders Work,Fencing & Barriers,week,14.16
mjd-005522,BUI-0129,"Netting to wall openings",Builders Work,General,m²,3.92
mjd-005523,BUI-0130,"Netting to lift door openings (per door)",Builders Work,Windows & Doors,nr,10.35
mjd-005524,BUI-0131,"3 rail barrier & toeboard to lift door openings",Builders Work,Reinforcement,nr,61.1
mjd-005525,BUI-0132,"3 rail barrier, toeboard & full height netting to lift door openings",Builders Work,Reinforcement,nr,71.45
mjd-005526,BUI-0133,"S&F temporary fire doors & frames inc ironmongery and closer; to door opening to staircore to form temporary fire escape",Builders Work,Windows & Doors,nr,475.15
mjd-005527,BUI-0134,"Fire rated partition to staircores incorporating studwork and plasterboard fixed across open ends of core walls",Builders Work,General,m²,65.77
mjd-005528,BUI-0135,"Install & remove haki stairs (per floor)",Builders Work,General,nr,94.4
mjd-005529,BUI-0136,"Provide haki stair (per floor per week)",Builders Work,General,week,59
mjd-005530,BUI-0137,"Hoist; 2 cage hoist; hire per week",Builders Work,Plant & Equipment,week,1357
mjd-005531,BUI-0138,"Hoist; 1 cage hoist; hire per week",Builders Work,Plant & Equipment,week,1003
mjd-005532,BUI-0139,"Hoist operator inc O/T",Builders Work,Plant & Equipment,week,1239
mjd-005533,BUI-0140,"Hoist operator (nr 2) inc O/T",Builders Work,Plant & Equipment,week,1239
mjd-005534,BUI-0141,"Hoist operator training",Builders Work,Plant & Equipment,tonne,590
mjd-005535,BUI-0142,"Hoist; design/drawings/calcs",Builders Work,Signage,tonne,590
mjd-005536,BUI-0143,"Hoist install to 12m & cable trolley inc wire & commision",Builders Work,Electrical,nr,4130
mjd-005537,BUI-0144,"Hoist install; climb 6m & S&F tie",Builders Work,Plant & Equipment,nr,1593
mjd-005538,BUI-0145,"Hoist base; RC Base",Builders Work,Plant & Equipment,nr,4130
mjd-005539,BUI-0146,"Hoist base plate bedded & bolted to RC base",Builders Work,Plant & Equipment,nr,531
mjd-005540,BUI-0147,"Hoist examination (initial + every 6 months)",Builders Work,Plant & Equipment,nr,590
mjd-005541,BUI-0148,"Hoist 1st delivery (12m plus cage & base)",Builders Work,Plant & Equipment,nr,1416
mjd-005542,BUI-0149,"Hoist 2nd deliveries (12m mast)",Builders Work,Plant & Equipment,nr,472
mjd-005543,BUI-0150,"Hoist; dismantle & remove",Builders Work,Plant & Equipment,tonne,3422
mjd-005544,BUI-0151,"Hoist; collection transport",Builders Work,Plant & Equipment,tonne,2124
mjd-005545,BUI-0152,"Install 2nr haki stairs into basement, until staircases constructed",Builders Work,General,tonne,1062
mjd-005547,BUI-0154,"Edge barriers to excavations, left in place for 6 weeks.",Builders Work,Excavation,m,6.5
mjd-005548,BUI-0155,"Edge barriers to basement, left in place for 20 weeks.",Builders Work,Reinforcement,m,19.93
mjd-005549,BUI-0156,"Plwoood facing; vertical; rear face of service risers, for mounting vertical services (Redrow only)",Builders Work,General,m²,28.4
mjd-005550,BUI-0157,"Additional slab propping to allow 15kN/m2 loading; left in place",Builders Work,Earthwork Support,m²,33.74
mjd-005551,BUI-0158,"Additional propping around perimeter of temporary openings",Builders Work,Earthwork Support,m,16.87
mjd-005552,BUI-0159,"Additional propping to cantilevered balconies",Builders Work,Earthwork Support,m²,4.83
mjd-005553,BUI-0160,"Scaffolding access; erect, strike, (hire x 6wks)",Builders Work,Plant & Equipment,m²,7.08
mjd-005554,BUI-0161,"Scaffolding tube, fittings & boards; hire",Builders Work,Plant & Equipment,week,1180
mjd-005555,BUI-0162,"Scaffolder",Builders Work,Plant & Equipment,week,1687.4
mjd-005556,BUI-0163,"Scaffolders mate",Builders Work,Plant & Equipment,week,1265.55
mjd-005557,BUI-0164,"Static concrete pump",Builders Work,Dewatering,week,944
mjd-005558,BUI-0165,"Static concrete pump; conc hardstanding 16 x 4m",Builders Work,Dewatering,nr,6366.87
mjd-005559,BUI-0166,"Placing boom; install & dismantle",Builders Work,General,tonne,5839.82
mjd-005560,BUI-0167,"Placing boom; concrete base; 3 x 3 x 1m",Builders Work,Concrete Supply,nr,7646.25
mjd-005561,BUI-0168,"Placing boom; hire",Builders Work,General,week,531
mjd-005562,BUI-0169,"Electricity charges (from M/C)",Builders Work,General,week,100
mjd-005563,BUI-0170,"Generators; 4kVA; 2.5hrs (small)",Builders Work,General,week,200.6
mjd-005564,BUI-0171,"Generators; 10kVA; 240/110v (cabin + store)",Builders Work,Street Furniture,week,245.44
mjd-005565,BUI-0172,"Generators; 15kVA; 240/110v (2 cabins +)",Builders Work,Street Furniture,week,326.86
mjd-005566,BUI-0173,"Generators; 30kVA; 415v 3 phase/240 & 110v single",Builders Work,General,week,677.32
mjd-005567,BUI-0174,"Generators; 50kVA; 415v 3 phase/240 & 110v single",Builders Work,General,week,961.7
mjd-005568,BUI-0175,"Generator; 100kVA; 3 phase; inc fuel & bowser",Builders Work,General,week,1618.96
mjd-005569,BUI-0176,"Generator; 135kVA; 3 phase; inc fuel & bowser",Builders Work,General,week,1890.36
mjd-005570,BUI-0177,"Generator; 160kVA; 3 phase; inc fuel & bowser",Builders Work,General,week,2197.16
mjd-005571,BUI-0178,"Generator; 200kVA; 3 phase; inc fuel & bowser",Builders Work,General,week,2865.04
mjd-005572,BUI-0179,"Generator; 250kVA; 3 phase; inc fuel & bowser",Builders Work,General,week,3540
mjd-005573,BUI-0180,"Generator; 300kVA; 3 phase; inc fuel & bowser",Builders Work,General,week,3977.19
mjd-005574,BUI-0181,"Site lighting; 4 x 300w halogen on 5m mast & 5kVA gen tower light (250m2)",Builders Work,Plant & Equipment,week,316.83
mjd-005575,BUI-0182,"Site lighting; 4 x 500w halogen on 6m mast & 6kVA gen tower light (300m2)",Builders Work,Plant & Equipment,week,397.07
mjd-005576,BUI-0183,"Site lighting; 4 x 1000w halide on 9m mast & 8kVA gen tower light (4500m2)",Builders Work,Plant & Equipment,week,601.21
mjd-005577,BUI-0184,"Temporary site lighting comprising 3nr tower lights (10,000m2)",Builders Work,Plant & Equipment,week,1803.63
mjd-005578,BUI-0185,"Traffic management; traffic lights, barriers, signs",Builders Work,Reinforcement,week,88.5
mjd-005579,BUI-0186,"Traffic diversion submission & licence, inc liase with Stats, design, proposal & approval/permission, RAMS, fees, etc",Builders Work,Earthwork Support,tonne,1770
mjd-005580,BUI-0187,"Pedestrian diversion submission & license, inc liase with Stats, design, proposal & approval/permissions, RAMS, fees, etc",Builders Work,Earthwork Support,tonne,1416
mjd-005581,BUI-0188,"Install traffic management measures, inc lights, signs, lights, notices, etc",Builders Work,Signage,tonne,2183
mjd-005582,BUI-0189,"Traffic management; traffic marshall",Builders Work,General,week,1200.65
mjd-005583,BUI-0190,"Traffic management; road closure (full) inc licence, fee, close road",Builders Work,Roads & Paving,nr,4248
mjd-005584,BUI-0191,"Traffic management; road closure (partial) inc licence, fee, barriers, signs, etc",Builders Work,Reinforcement,nr,2360
mjd-005585,BUI-0192,"Pedestrian diversion; 1 nr road crossings",Builders Work,Roads & Paving,nr,135.7
mjd-005586,BUI-0193,"Pedestrian diversion; walkway at roadside; barriers, signs, etc",Builders Work,Reinforcement,nr,664.1
mjd-005589,BUI-0196,"Traffic barriers; water filled red/white plastic",Builders Work,Filling,m,0
mjd-005591,BUI-0198,"Road plates; 2.4 x 1.2",Builders Work,Roads & Paving,nr,58.34
mjd-005592,BUI-0199,"Liason with Network Rail re Permissions, M/S, etc",Builders Work,General,tonne,5310
mjd-005593,BUI-0200,"Remove temporary",Builders Work,Temporary Services,tonne,1746.4
mjd-005594,BUI-0201,"Supply & erect site hoarding; 150 x 75 posts with concrete base at 3m c/s; 3nr 100 x 50 rails; 18mm WBP ply; 150 capping & skirting; 2.4m high; painting 2&1",Builders Work,Concrete Supply,m,102.96
mjd-005595,BUI-0202,"Supply & erect site hoarding; 150 x 150 posts with concrete base at 2.4m c/s; 3nr 75 x 75 rails; 18mm WBP ply; 150 x 22 capping & skirting; 2.4m high; painting 2&1",Builders Work,Concrete Supply,m,131.97
mjd-005596,BUI-0203,"Supply & erect site hoarding; 150 x 150 posts with concrete base at 2.4m c/s; 3nr 75 x 75 rails; 18mm WBP ply; 150 x 22 capping & skirting; 2.4m high; painting 2&1 plus 4nr stripes",Builders Work,Excavation,m,155.67
mjd-005597,BUI-0204,"EO hoardings for using concrete anchor blocks in lieu of footings; posts at 2.4m c/s",Builders Work,Concrete Supply,nr,33.59
mjd-005598,BUI-0205,"Artwork/branding to clients requirements. Stick on panels; 1/board (1.2m c/s).",Builders Work,General,m,45.37
mjd-005599,BUI-0206,"Artwork/branding to clients requirements. Continual mural. Screw on high gloss plastic sheeting",Builders Work,General,m,0
mjd-005600,BUI-0207,"EO for vision panel",Builders Work,General,nr,79.72
mjd-005601,BUI-0208,"Double gate; vehicle access",Builders Work,Fencing & Barriers,nr,1696.15
mjd-005602,BUI-0209,"EO for Pedestrian gate",Builders Work,Fencing & Barriers,nr,617.23
mjd-005604,BUI-0211,"Reinforcement detailing",Builders Work,Reinforcement,tonne,14868
mjd-005605,BUI-0212,"Reinforcement detailing (per drawing)",Builders Work,Reinforcement,item,295
mjd-005606,BUI-0213,"Reinforcement detailing (per tonne)",Builders Work,Reinforcement,tonne,56.64
mjd-005607,BUI-0214,"Noise, vibration, dust monitoring (Casella Boundary Guardian)",Builders Work,General,tonne,23010
mjd-005608,BUI-0215,"Noise monitoring (Casella Boundary Guardian)",Builders Work,General,tonne,16520
mjd-005609,BUI-0216,"Vibration monitoring (Casella Boundary Guardian)",Builders Work,General,tonne,5900
mjd-005610,BUI-0217,"Provide site toilet",Builders Work,General,week,119.31
mjd-005611,BUI-0218,"Provide site security hut",Builders Work,Health & Safety,week,47.2
mjd-005612,BUI-0219,"Concrete wash out facility; hardstanding and skip",Builders Work,Concrete Supply,tonne,954.45
mjd-005613,BUI-0220,"Concrete wash out facility; pit & sump",Builders Work,Dewatering,tonne,1571.37
mjd-005614,BUI-0221,"Concrete wash out facility; silt buster/pump/attendant",Builders Work,Dewatering,week,456.37
mjd-005615,BUI-0222,"Wheel wash facility; conc hardstanding (180m2) /ACO/Kerbs/drain & silt trap/water & electric supply",Builders Work,Kerbs & Edgings,nr,14541.17
mjd-005616,BUI-0223,"Wheel wash facility; conc hardstanding (90m2) /ACO/Kerbs/drain & silt trap/water & electric supply",Builders Work,Kerbs & Edgings,nr,10423.69
mjd-005617,BUI-0224,"Wheel wash facility; drive through bath tub, with concrete hardstanding, drain, water",Builders Work,Concrete Supply,nr,13963.69
mjd-005618,BUI-0225,"Wheel wash facility; Automatic Hippo wash, with concrete hardstanding, plinth, drain, water, electric",Builders Work,Concrete Supply,nr,39923.69
mjd-005619,BUI-0226,"Provide jet wash",Builders Work,General,nr,885
mjd-005620,BUI-0227,"Jet wash attendant",Builders Work,General,week,1038.4
mjd-005621,BUI-0228,"Road sweeper & driver; half day visit (2hrs travelling; 2hrs sweeping)",Builders Work,Roads & Paving,tonne,531
mjd-005622,BUI-0229,"Road sweeper & driver; full day",Builders Work,Roads & Paving,tonne,885
mjd-005623,BUI-0230,"Performance Bond; 10%; Std ABI; (1.5% premium P/A)",Builders Work,General,item,955.8
mjd-005624,BUI-0231,"Design & detailing for pre-cast columns in lieu of in-situ",Builders Work,Precast,ltr,1180
mjd-005625,BUI-5625,"inc on all jobs",Builders Work,General,tonne,1180
mjd-005626,BUI-0232,"Heras Fencing; 3.5m panels x 2m high",Builders Work,General,m,24.11
mjd-005627,BUI-0233,"Spray paint message; lab only",Builders Work,General,nr,26.68
mjd-005628,BUI-0234,"Plywood box around tree trunk; 2.4m high x 1.2m sq",Builders Work,Landscaping,nr,313.34
mjd-005629,BUI-0235,"Full day induction/training; labour/attendance cost",Builders Work,Electrical,day,279.07
mjd-005630,BUI-0236,"Induction/training requirements; course fees/charges",Builders Work,Electrical,tonne,0
mjd-005631,BUI-0237,"Office space rental charges",Builders Work,General,m²,177
mjd-005632,BUI-0238,"Concrete technician",Builders Work,Concrete Supply,week,1233.1
mjd-005633,BUI-0239,"Temporary Works Design",Builders Work,Signage,tonne,11800
mjd-005634,BUI-0240,"Decommission and later re-establish site set up",Builders Work,General,tonne,10620
mjd-005635,BUI-0241,"Main Contractors Black Hat Ratio; (1 in 10 inc); add 1 in",Builders Work,General,tonne,8
mjd-005636,BUI-0242,"Gateman",Builders Work,Fencing & Barriers,week,1103.3
mjd-005637,BUI-0243,"Traffic Marshall",Builders Work,General,week,1135.75
mjd-005638,BUI-0244,"UXO banksman",Builders Work,General,week,1298
mjd-005639,BUI-0245,"Cleaner",Builders Work,General,week,1174.1
mjd-005641,LAB-0247,"Labourer",Labour Resources,Labour Rates,week,1233.1
mjd-005642,BUI-0248,"Vehicle Banksman",Builders Work,General,week,1135.75
mjd-005643,BUI-0249,"Night watchman (M-F: 6pm-8am, Sat 1pm-Mon 8am)",Builders Work,General,week,1253.16
mjd-005644,BUI-0250,"Tower Cranes",Builders Work,Plant & Equipment,tonne,26322.79
mjd-005645,BUI-0251,"Crawler/Mobile Cranes",Builders Work,Plant & Equipment,tonne,27471.6
mjd-005646,BUI-0252,"Crane hire, including erection, dismantle, ancilleries",Builders Work,Plant & Equipment,tonne,0
mjd-005647,BUI-0253,"Crane operator",Builders Work,Plant & Equipment,week,1525.15
mjd-005648,BUI-0254,"Slinger/Signaller (on ground - main control)",Builders Work,Signage,week,1265.55
mjd-005649,BUI-0255,"Slinger/Signaller (on deck - dedicated)",Builders Work,Signage,week,1265.55
mjd-005650,BUI-0256,"Slinger/Signaller (on deck - non dedicated)",Builders Work,Signage,week,0
mjd-005651,BUI-0257,"Slinger/Signaller/Crane Supervisor",Builders Work,Signage,week,1586.9
mjd-005652,BUI-0258,"Appointed Person",Builders Work,General,week,1719.14
mjd-005653,BUI-0259,"EO for 3 person rescue team",Builders Work,General,week,354
mjd-005654,BUI-0260,"Crane rescue equipment;",Builders Work,Plant & Equipment,week,100.3
mjd-005655,BUI-0261,"Manrider cage",Builders Work,General,week,59
mjd-005656,BUI-0262,"Crane equipment for RC works",Builders Work,Plant & Equipment,week,177
mjd-005657,BUI-0263,"Crane communications (3 nr radios + charger)",Builders Work,Plant & Equipment,week,54.28
mjd-005658,BUI-0264,"Lifting plan",Builders Work,General,tonne,2360
mjd-005659,BUI-0265,"Road closure; Permit, Traffic Management, Fees",Builders Work,Roads & Paving,nr,2006
mjd-005667,BUI-0273,"Crane rescue equipment",Builders Work,Plant & Equipment,week,100.3
mjd-005668,BUI-0274,"Crane equipment for RC works",Builders Work,Plant & Equipment,week,118
mjd-005670,BUI-0276,"Lifting plan",Builders Work,General,tonne,1770
mjd-005672,PRE-0001,"Contracts Manager",Preliminaries,Management,week,0.2
mjd-005673,PRE-0002,"Project/Site Manager",Preliminaries,Management,week,1
mjd-005674,PRE-0003,"Assistant Project Manager",Preliminaries,Management,week,1
mjd-005675,PRE-0004,"Quantity Surveyor",Preliminaries,Management,week,0.2
mjd-005676,PRE-0005,"H&S Officer",Preliminaries,General,week,0.1
mjd-005677,PRE-0006,"Quality Engineer",Preliminaries,Management,week,0.1
mjd-005678,PRE-0007,"Planner/Programmer",Preliminaries,General,week,0.1
mjd-005679,PRE-0008,"Senior Engineer",Preliminaries,Management,week,1
mjd-005680,PRE-0009,"Engineer",Preliminaries,Management,week,1
mjd-005681,PRE-0010,"Engineer Apprentice",Preliminaries,Management,week,1
mjd-005682,PRE-0011,"CAD technician/Design engineer",Preliminaries,Signage,week,1
mjd-005683,PRE-0012,"Site Foreman/Construction Manager",Preliminaries,Management,week,1
mjd-005684,PRE-0013,"Carpentry Foreman",Preliminaries,General,week,1
mjd-005685,PRE-0014,"Steelfixer Foreman",Preliminaries,Reinforcement,week,1
mjd-005686,PRE-0015,"Groundworks Foreman",Preliminaries,General,week,1
mjd-005687,LAB-0016,"Gangerman (Non-working/Supervision portion)",Labour Resources,Labour Rates,week,0.5
mjd-005688,PRE-0017,"Chainman",Preliminaries,General,week,1
mjd-005689,PRE-0018,"Administration",Preliminaries,General,week,1
mjd-005690,PRE-0019,"Storeman/Conc Technician",Preliminaries,General,week,1
mjd-005691,PRE-0020,"Traffic Marshall",Preliminaries,General,week,1
mjd-005692,PRE-0021,"Gateman",Preliminaries,Fencing & Barriers,week,1
mjd-005693,PRE-0022,"Wheel wash attendant",Preliminaries,General,week,1
mjd-005694,PRE-0023,"Check-in attendant",Preliminaries,General,week,1
mjd-005695,PRE-0024,"Concrete pump attendant",Preliminaries,Dewatering,week,1
mjd-005696,PRE-0025,"Security Package (cameras/online/remote)",Preliminaries,Health & Safety,week,295
mjd-005697,PRE-0026,"Night Watchman",Preliminaries,General,week,1
mjd-005698,PRE-0027,"Total Station",Preliminaries,General,week,177
mjd-005699,PRE-0028,"EDM",Preliminaries,General,week,94.4
mjd-005700,PRE-0029,"Laser level",Preliminaries,General,week,29.5
mjd-005701,PRE-0030,"Dumpy level",Preliminaries,General,week,23.6
mjd-005702,PRE-0031,"Pipe laser",Preliminaries,Pipes & Fittings,week,41.3
mjd-005703,PRE-0032,"CAT Scan",Preliminaries,General,week,23.6
mjd-005704,PRE-0033,"Office (20ft container)",Preliminaries,General,week,106.2
mjd-005705,PRE-0034,"Store (20ft container)",Preliminaries,General,week,70.8
mjd-005706,PRE-0035,"Tool Store",Preliminaries,General,week,23.6
mjd-005707,PRE-0036,"Oasis unit (<10 men)",Preliminaries,General,week,212.4
mjd-005708,PRE-0037,"Toilet block",Preliminaries,Masonry,week,177
mjd-005709,PRE-0038,"Drying room",Preliminaries,General,week,118
mjd-005710,PRE-0039,"Canteen",Preliminaries,General,week,141.6
mjd-005711,PRE-0040,"Security turnstile / Gatehouse",Preliminaries,Fencing & Barriers,week,0
mjd-005712,PRE-0041,"Meeting room",Preliminaries,General,week,118
mjd-005713,PRE-0042,"Cube shed (10ft container)",Preliminaries,General,week,47.2
mjd-005714,PRE-0043,"Plumb/Wire",Preliminaries,Electrical,tonne,2360
mjd-005715,PRE-0044,"Temporary drains to compound",Preliminaries,Site Setup,tonne,0
mjd-005716,PRE-0045,"Compound hardstanding",Preliminaries,Site Setup,m²,0
mjd-005717,PRE-0046,"Compound concrete footpaths",Preliminaries,Concrete Supply,m²,0
mjd-005718,PRE-0047,"Gantry",Preliminaries,General,tonne,5900
mjd-005719,PRE-0048,"Computer/Printer/Modem/etc",Preliminaries,General,nr,2360
mjd-005720,PRE-0049,"Phone & Data",Preliminaries,Telecoms,week,11.8
