id,code,description,category,subcategory,unit,rate,quantity
MJD-006702,PRE-0014,"Construction Phase Health & Safety Plan","Structural Steel","Steel Sections",sum,1,14
MJD-006704,PRE-0015,"Lifting Plan, Appntd Persn/Suprvsr, Oversailing Rights","Preliminaries","Lifting Equipment",sum,1,15
MJD-006706,PRE-0016,"Site inductions","Structural Steel","Steel Sections",sum,1,16
MJD-006708,PRE-0017,"Ventilation to confined spaces","Mechanical","Ventilation",sum,1,17
MJD-006709,PRE-06709,"Panel hire","Preliminaries","Miscellaneous",sum,0,1
MJD-006710,PRE-06710,"Post instal","Preliminaries","Miscellaneous",sum,0,1
MJD-006711,PRE-06711,"Cantidek","Preliminaries","Miscellaneous",sum,0,1
MJD-006712,PRE-06712,"Platfrms","Preliminaries","Miscellaneous",sum,0,1
MJD-006713,EXT-06713,"Barriers","External Works","Fencing & Gates",sum,0,1
MJD-006714,PRE-06714,"Stair H/R","Preliminaries","Miscellaneous",sum,0,1
MJD-006715,PRE-06715,"Haki erct","Preliminaries","Miscellaneous",sum,0,1
MJD-006716,PRE-06716,"MEWP & drvr","Preliminaries","Miscellaneous",sum,0,1
MJD-006717,PRE-06717,"Screen","Preliminaries","Miscellaneous",sum,0,1
MJD-006719,PRE-06719,"Edge Protection & Access","Preliminaries","Temporary Works",m,0,0
MJD-006720,PRE-06720,"storey","Preliminaries","Miscellaneous",m,0,0
MJD-006721,PRE-06721,"lift/wk","Preliminaries","Miscellaneous",m,0,0
MJD-006723,CON-06723,"in soffit rates","Concrete Works","Formwork",sum,0,1
MJD-006724,PRE-0019,"Std edge Protectn left in place for x wks for following trades","Preliminaries","Miscellaneous",sum,1,19
MJD-006726,PRE-0020,"Task Access & Working Platforms","Preliminaries","Miscellaneous",sum,1,20
MJD-006727,PRE-0021,"Barriers to excavations","Groundworks","Excavation",sum,1,21
MJD-006729,PRE-0022,"General Access, Haki Stairs, etc","Preliminaries","Miscellaneous",sum,1,22
MJD-006731,PRE-0023,"Scaffolding","Preliminaries","Access Equipment",sum,1,23
MJD-006732,PRE-0024,"MEWP's","Preliminaries","Miscellaneous",sum,1,24
MJD-006733,PRE-0025,"Hoists","Preliminaries","Lifting Equipment",sum,1,25
MJD-006735,PRE-0026,"Screens to high rise frame","Preliminaries","Miscellaneous",sum,1,26
MJD-006736,PRE-06736,"Fld lghts","Preliminaries","Miscellaneous",tonne,0,0
MJD-006737,PRE-06737,"Halgn lght","Preliminaries","Miscellaneous",tonne,0,0
MJD-006738,ELE-06738,"Lighting","Electrical","Lighting",tonne,0,0
MJD-006739,PRE-06739,"Electrician","Preliminaries","Miscellaneous",tonne,0,0
MJD-006740,PRE-06740,"Temp elec","Preliminaries","Miscellaneous",tonne,0,0
MJD-006741,MEC-06741,"Plumber","Mechanical","Plumbing",ltr,0,0
MJD-006742,ELE-06742,"Lighting, Power & Water","Electrical","Lighting",sum,0,0
MJD-006743,PRE-0027,"Safety lighting","Electrical","Lighting",sum,1,27
MJD-006745,PRE-0028,"Task lighting","Electrical","Lighting",sum,1,28
MJD-006746,PRE-0029,"Power (Mains/Generator), 110V site supply; temp site wiring; (crane/slipform/hoist - 3phase); connections; charges/fuel","Preliminaries","Lifting Equipment",sum,1,29
MJD-006748,PRE-0030,"Leads, splitter boxes; from local site supply","Preliminaries","Miscellaneous",sum,1,30
MJD-006749,PRE-0031,"Water supply, stopcock & rates","Preliminaries","Miscellaneous",sum,1,31
MJD-006751,PRE-0032,"Distribution / Hoses","Electrical","Distribution",sum,1,32
MJD-006752,PRE-06752,"Ser/Gng","Preliminaries","Miscellaneous",gang,0,0
MJD-006754,PRE-06754,"Cleanrs","Preliminaries","Miscellaneous",ltr,0,0
MJD-006755,PRE-06755,"Trffc Mrshl","Preliminaries","Miscellaneous",tonne,0,0
MJD-006756,PRE-06756,"Attdnt","Preliminaries","Miscellaneous",tonne,0,0
MJD-006757,PRE-06757,"Exc&drvr","Preliminaries","Miscellaneous",drum,0,0
MJD-006758,PRE-06758,"Dmpr&dr","Preliminaries","Miscellaneous",drum,0,0
MJD-006759,PRE-06759,"Attendance on Main Contractor","Preliminaries","Miscellaneous",week,0,0
MJD-006760,PRE-0033,"Service gang","Labour","Labour Resources",sum,1,33
MJD-006762,PRE-0034,"Clean & maintain welfare","Preliminaries","Welfare Facilities",sum,1,34
MJD-006764,PRE-0035,"Traffic Marshall","Preliminaries","Miscellaneous",sum,1,35
MJD-006766,PRE-0036,"Gatemen / Traffic Marshall","External Works","Fencing & Gates",sum,1,36
MJD-006768,PRE-0037,"Check-in attendant","Preliminaries","Miscellaneous",sum,1,37
MJD-006770,PRE-0038,"Labourers in attendance","Labour","Labour Resources",sum,1,38
MJD-006772,PRE-0039,"Attendance on other Sub-Contractors","Structural Steel","Steel Sections",sum,1,39
MJD-006773,PRE-06773,"slngr/sgnlr","Preliminaries","Miscellaneous",ltr,0,0
MJD-006775,PRE-06775,"Appntd per","Preliminaries","Miscellaneous",tonne,0,0
MJD-006776,PRE-06776,"equpmnt","Preliminaries","Miscellaneous",tonne,0,0
MJD-006777,PRE-06777,"M/crane","Preliminaries","Lifting Equipment",item,0,0
MJD-006778,PRE-06778,"b/man, etc","Preliminaries","Miscellaneous",m,0,0
MJD-006779,PLA-06779,"M/pump","Plant","Small Plant",item,0,0
MJD-006780,PLA-06780,"S/pump","Plant","Small Plant",item,0,0
MJD-006781,PRE-06781,"P/boom, mast","Preliminaries","Miscellaneous",tonne,0,0
MJD-006782,PRE-06782,"Forklift","Preliminaries","Miscellaneous",tonne,0,0
MJD-006783,PRE-06783,"Driver","Preliminaries","Miscellaneous",drum,0,0
MJD-006784,PRE-06784,"Convyr","Preliminaries","Miscellaneous",item,0,0
MJD-006785,PRE-06785,"Haulage","Preliminaries","Miscellaneous",ltr,0,0
MJD-006786,ELE-06786,"Distribution of materials","Electrical","Distribution",tonne,2500,0
MJD-006787,PRE-06787,"Craneage","Preliminaries","Lifting Equipment",item,0,0
MJD-006788,PRE-06788,"as crane analysis sheet","Preliminaries","Lifting Equipment",tonne,0,0
MJD-006789,PRE-0040,"Crane & Operator","Preliminaries","Lifting Equipment",sum,1,40
MJD-006791,PRE-0041,"Slinger/Signallers, Crane Supervisor","Preliminaries","Lifting Equipment",sum,1,41
MJD-006793,PRE-0042,"Crane Equipment","Preliminaries","Lifting Equipment",sum,1,42
MJD-006795,PRE-0043,"Special Lifts","Preliminaries","Miscellaneous",sum,1,43
MJD-006796,PRE-0044,"Concrete pumping","Concrete Works","Concrete Supply",sum,19175,44
MJD-006797,PRE-0045,"Mechanical handling/Forklift, etc","Preliminaries","Miscellaneous",sum,1,45
MJD-006798,PRE-0046,"Conveyor","Preliminaries","Miscellaneous",sum,1,46
MJD-006799,PRE-0047,"Manual handling","Preliminaries","Miscellaneous",sum,1,47
MJD-006800,PRE-0048,"Haulage & Deliveries","Preliminaries","Miscellaneous",sum,5900,48
MJD-006801,PRE-06801,"clr/load","Preliminaries","Miscellaneous",ltr,0,0
MJD-006802,PRE-06802,"Jet wsh","Preliminaries","Miscellaneous",tonne,0,0
MJD-006803,PRE-06803,"Wh wsh fac","Preliminaries","Miscellaneous",item,0,0
MJD-006804,PRE-06804,"Whl wash","Preliminaries","Miscellaneous",ltr,0,0
MJD-006805,PRE-06805,"Rd/swpr","Preliminaries","Miscellaneous",item,0,0
MJD-006808,PRE-06808,"Wsh dwn","Preliminaries","Miscellaneous",item,0,0
MJD-006810,PRE-06810,"S/B & attndt","Preliminaries","Miscellaneous",tonne,0,0
MJD-006811,PRE-06811,"Dischg Lic","Preliminaries","Miscellaneous",ltr,0,0
MJD-006812,PRE-06812,"half day","Preliminaries","Miscellaneous",nr,0,0
MJD-006813,PRE-06813,"full day","Preliminaries","Miscellaneous",nr,0,0
MJD-006814,PRE-06814,"full wk","Preliminaries","Miscellaneous",nr,0,0
MJD-006815,DRA-06815,"Waste & Site Management","Drainage","Foul Drainage",tonne,38000,0
MJD-006816,PRE-0049,"Provide skips","Preliminaries","Miscellaneous",sum,1,49
MJD-006817,PRE-0050,"Clear rubbish to skips","Structural Steel","Steel Sections",sum,1,50
MJD-006818,PRE-0051,"Wheel washing - jet wash & attendant","Preliminaries","Miscellaneous",sum,1,51
MJD-006820,PRE-0052,"Wheel wash facility; conc hardstanding/ACO/Kerbs/drain /silt trap/water/electric","External Works","Kerbs & Edgings",sum,1,52
MJD-006822,PRE-0053,"Wheel wash facility; drive through bath tub, with concrete hardstanding, drain, water","Concrete Works","Concrete Supply",sum,1,53
MJD-006823,PRE-0054,"Wheel wash facility; Automatic Hippo wash, with concrete hardstanding, plinth, drain, water, electric","Concrete Works","Concrete Supply",sum,1,54
MJD-006824,PRE-0055,"Road sweeping - as required","Preliminaries","Miscellaneous",sum,1,55
MJD-006826,PRE-0056,"Enviromental measures (Noise, spillages, dust, etc)","Preliminaries","Miscellaneous",sum,1,56
MJD-006828,PRE-0057,"Concrete wash out area - hardstanding & skip","Concrete Works","Concrete Supply",sum,1,57
MJD-006829,PRE-0058,"Concrete wash out area - hardstanding, sump & siltrap","Concrete Works","Concrete Supply",sum,1,58
MJD-006831,PRE-0059,"Concrete wash out area - silt buster, pump & attendant","Concrete Works","Concrete Supply",sum,1,59
MJD-006832,PRE-0060,"Discharge license (dewatering into sewer)","Groundworks","Dewatering",sum,1,60
MJD-006834,PRE-06834,"300 H/S","Preliminaries","Miscellaneous",item,400,0
MJD-006835,PRE-06835,"400 H/S","Preliminaries","Miscellaneous",item,0,300
MJD-006836,PRE-06836,"DBM 100 r/b","Preliminaries","Miscellaneous",item,0,400
MJD-006837,PRE-06837,"conc 150","Preliminaries","Miscellaneous",item,0,400
MJD-006838,PRE-06838,"conc 100","Preliminaries","Miscellaneous",item,0,400
MJD-006839,PRE-0061,"Hardstandings & Haul Roads","Preliminaries","Miscellaneous",sum,1,61
MJD-006840,PRE-06840,"Hoardg","Preliminaries","Miscellaneous",item,0,0
MJD-006841,EXT-06841,"D/Gate","External Works","Fencing & Gates",tonne,0,0
MJD-006842,EXT-06842,"Ped/gate","External Works","Fencing & Gates",tonne,0,0
MJD-006843,PRE-0062,"Hoardings, Heras, Gates, Fencing & Security","External Works","Fencing & Gates",sum,1,62
MJD-006845,PRE-06845,"Trfc lghts","Preliminaries","Miscellaneous",tonne,0,0
MJD-006847,PRE-06847,"rd plates","Preliminaries","Miscellaneous",tonne,0,0
MJD-006848,PRE-06848,"Rd close","Preliminaries","Miscellaneous",ltr,0,0
MJD-006849,PRE-06849,"Pt rd close","Preliminaries","Miscellaneous",tonne,0,0
MJD-006850,PRE-06850,"x-over","Preliminaries","Miscellaneous",item,0,0
MJD-006851,PRE-06851,"swr cntn","Preliminaries","Miscellaneous",tonne,0,0
MJD-006880,PRE-06880,"Caravan","Preliminaries","Miscellaneous",item,0,0
MJD-006881,PRE-06881,"Travel","Preliminaries","Miscellaneous",tonne,0,0
MJD-006882,PRE-06882,"Minibus/wk","Preliminaries","Miscellaneous",week,0,0
MJD-006883,PRE-0078,"Lodging / Accomodation / Travel","Preliminaries","Miscellaneous",sum,14160,78
MJD-006884,PRE-06884,"Emp Liab","Preliminaries","Miscellaneous",ltr,3,0
MJD-006885,PRE-06885,"3rd party","Preliminaries","Miscellaneous",tonne,0,0
MJD-006886,PRE-06886,"All Risks","Preliminaries","Miscellaneous",ltr,0,3
MJD-006887,PRE-06887,"Job Specific","Preliminaries","Miscellaneous",item,0,3
MJD-006888,PRE-06888,"Warranties","Preliminaries","Miscellaneous",tonne,0,3
MJD-006889,PRE-06889,"Guarantees","Preliminaries","Miscellaneous",tonne,0,3
MJD-006891,PRE-0080,"Contractors All Risk","Preliminaries","Miscellaneous",sum,1,80
MJD-006893,PRE-0081,"Professional Indemnity","Preliminaries","Miscellaneous",sum,1,81
MJD-006897,PRE-0083,"Warranties/Guarantees (Manufacturers/Suppliers only)","Preliminaries","Miscellaneous",sum,1,83
MJD-006898,PRE-0084,"Fixed Price Cost Allowance","Preliminaries","Miscellaneous",sum,1,84
MJD-006899,PRE-06899,"Manger","Preliminaries","Miscellaneous",sum,0,1
MJD-006900,PRE-06900,"Eng&cman","Preliminaries","Miscellaneous",sum,0,1
MJD-006901,PRE-06901,"Accmdtn","Preliminaries","Miscellaneous",sum,0,1
MJD-006903,PRE-06903,"Skips(1.5)","Preliminaries","Miscellaneous",sum,0,1
MJD-006904,PRE-06904,"JW atdnt","Preliminaries","Miscellaneous",sum,0,1
MJD-006905,PRE-06905,"Jet wash 1nr","Preliminaries","Miscellaneous",sum,0,1
MJD-006906,PRE-06906,"Rd sweeping","Preliminaries","Miscellaneous",sum,0,1
MJD-006907,PRE-06907,"Fklft & drvr","Preliminaries","Miscellaneous",sum,0,1
MJD-006908,PRE-06908,"Traf Mrshll","Preliminaries","Miscellaneous",sum,0,1
MJD-006910,PRE-0086,"Decommission site set up and later re-establish","Preliminaries","Miscellaneous",sum,1,86
MJD-006911,PRE-06911,"m per staff year","Preliminaries","Miscellaneous",tonne,48049.6,0
MJD-006913,LAB-06913,"Working hours","Labour","Miscellaneous",hour,45,0
MJD-006914,LAB-06914,"Hrs / day","Labour","Miscellaneous",hour,45,9
MJD-006915,LAB-06915,"Hrs / day","Labour","Miscellaneous",hour,5,5
MJD-006916,LAB-06916,"add 10% D/W","Labour","Miscellaneous",per,0,50
MJD-006917,LAB-06917,"Labour Rates (Nett)","Labour","Labour Resources",tonne,0,0
MJD-006918,LAB-06918,"Default","Labour","Miscellaneous",tonne,0,0
MJD-006919,LAB-06919,"add 20% OHP","Labour","Miscellaneous",per,0,0
MJD-006920,LAB-06920,"Monday-Friday, 5 day week (Standard working week)","Labour","Miscellaneous",tonne,44378,0
MJD-006921,LAB-06921,"M-F+Sat am, 5.5 day week (Extended working week)","Labour","Miscellaneous",tonne,44378,0
MJD-006922,LAB-06922,"Nett Rate","Labour","Miscellaneous",tonne,0,0
MJD-006923,LAB-06923,"Working Hours","Labour","Miscellaneous",hour,0,0
MJD-006924,LAB-06924,"Holiday Pay","Labour","Miscellaneous",ltr,0,0
MJD-006926,LAB-06926,"per year","Labour","Miscellaneous",item,0,0
MJD-006927,LAB-06927,"Ave gang","Labour","Labour Resources",item,0,0
MJD-006931,LAB-06931,"EO cost","Labour","Miscellaneous",tonne,0,0
MJD-006933,LAB-06933,"Daywork","Labour","Miscellaneous",item,0,0
MJD-006934,LAB-06934,"50hrs paid","Labour","Miscellaneous",hour,60,0
MJD-006935,LAB-06935,"28days paid","Labour","Miscellaneous",day,60,50
MJD-006936,LAB-06936,"1 in 10","Labour","Miscellaneous",item,60,28
MJD-006937,LAB-06937,"46.4wks/yr","Labour","Miscellaneous",week,60,1
MJD-006938,LAB-06938,"Cost /hr","Labour","Miscellaneous",tonne,60,1
MJD-006939,LAB-06939,"60hrs paid","Labour","Miscellaneous",hour,46.4,1
MJD-006940,LAB-06940,"28days paid","Labour","Miscellaneous",day,46.4,60
MJD-006941,LAB-06941,"1 in 10","Labour","Miscellaneous",item,46.4,28
MJD-006942,LAB-06942,"average","Labour","Miscellaneous",item,46.4,1
MJD-006943,LAB-06943,"per hour","Labour","Miscellaneous",item,50,0
MJD-006944,LAB-06944,"45hrs worked","Labour","Miscellaneous",hour,50,0
MJD-006945,LAB-06945,"5.6wks/ 46.4wks","Labour","Miscellaneous",week,50,45
MJD-006947,LAB-06947,"Per day","Labour","Miscellaneous",item,50,45
MJD-006948,LAB-06948,"Per week","Labour","Miscellaneous",item,50,45
MJD-006949,LAB-06949,"x £1000","Labour","Miscellaneous",item,50,45
MJD-006950,LAB-06950,"50hrs worked","Labour","Miscellaneous",hour,5.6,1
MJD-006951,LAB-06951,"5.6wks/ 46.4wks","Labour","Miscellaneous",week,5.6,50
MJD-006952,LAB-06952,"per hour","Labour","Miscellaneous",item,5.6,50
MJD-006955,CON-06955,"Shuttering Carpenter","Concrete Works","Formwork",tonne,1320,0
MJD-006956,CON-06956,"Shuttering Labour","Concrete Works","Formwork",tonne,1045,0
MJD-006957,EXT-06957,"Machine Driver/Plant Operator","External Works","Landscaping",tonne,1209.9999999999998,0
MJD-006958,LAB-06958,"Steel Fixer","Labour","Miscellaneous",tonne,1292.5,0
MJD-006959,LAB-06959,"Steelfixers Labour (Nip hand)","Labour","Labour Resources",tonne,1045,0
MJD-006960,MAS-06960,"Bricklayer / Artisan","Masonry","Brickwork",tonne,1430,0
MJD-006961,LAB-06961,"Pavior","Labour","Miscellaneous",item,1375,0
MJD-006962,LAB-06962,"Groundworker","Labour","Miscellaneous",item,1100,0
MJD-006963,EXT-06963,"Pipe Layer","External Works","External Drainage",ltr,1209.9999999999998,0
MJD-006964,EXT-06964,"Kerblayer","External Works","Kerbs & Edgings",ltr,1209.9999999999998,0
MJD-006965,LAB-06965,"Concreting Labourer","Labour","Labour Resources",tonne,1017.5000000000001,0
MJD-006966,LAB-06966,"General Labourer","Labour","Labour Resources",ltr,1045,0
MJD-006967,PRE-06967,"Crane operator","Preliminaries","Lifting Equipment",tonne,1292.5,0
MJD-006968,LAB-06968,"Slinger/Signaller","Labour","Miscellaneous",ltr,1072.5000000000002,0
MJD-006969,PRE-06969,"Crane supervisor","Preliminaries","Lifting Equipment",visit,1344.8275862068965,0
MJD-006970,LAB-06970,"Appointed Person","Labour","Miscellaneous",tonne,1456.8965517241377,0
MJD-006971,LAB-06971,"Supervision/Prelims","Labour","Miscellaneous",ltr,0,0
MJD-006972,PRE-06972,"Contracts Manager","Preliminaries","Site Management",tonne,3081.8965517241377,0
MJD-006973,PRE-06973,"Project/Site Manager","Preliminaries","Site Management",tonne,2241.3793103448274,0
MJD-006974,PRE-06974,"Assistant Project Manager","Preliminaries","Site Management",tonne,1681.034482758621,0
MJD-006975,LAB-06975,"Quantity Surveyor","Labour","Miscellaneous",tonne,2521.551724137931,0
MJD-006976,LAB-06976,"H&S Officer","Labour","Miscellaneous",item,1681.034482758621,0
MJD-006977,PRE-06977,"Quality Engineer","Preliminaries","Site Management",tonne,1681.034482758621,0
MJD-006978,PRE-06978,"Senior Engineer","Preliminaries","Site Management",item,1849.1379310344826,0
MJD-006979,PRE-06979,"Engineer","Preliminaries","Site Management",item,1681.034482758621,0
MJD-006980,PRE-06980,"Engineer Apprentice","Preliminaries","Site Management",tonne,924.5689655172413,0
MJD-006981,LAB-06981,"Site Foreman","Labour","Miscellaneous",tonne,1961.2068965517237,0
MJD-006982,LAB-06982,"Carpentry Foreman","Labour","Miscellaneous",tonne,1961.2068965517237,0
MJD-006983,LAB-06983,"Steelfixer Foreman","Labour","Miscellaneous",tonne,1456.8965517241377,0
MJD-006984,LAB-06984,"Groundworks Foreman","Labour","Miscellaneous",item,1456.8965517241377,0
MJD-006985,LAB-06985,"Gangerman","Labour","Labour Resources",item,1260.7758620689656,0
MJD-006986,LAB-06986,"Chainman","Labour","Miscellaneous",item,880,0
MJD-006987,LAB-06987,"Administration","Labour","Miscellaneous",tonne,825.0000000000001,0
MJD-006988,LAB-06988,"Storeman","Labour","Miscellaneous",tonne,880,0
MJD-006989,LAB-06989,"Traffic Marshall","Labour","Miscellaneous",tonne,962.4999999999999,0
MJD-006991,LAB-06991,"Check-in/wheel wash attendant","Labour","Miscellaneous",tonne,880,0
MJD-006992,CON-06992,"Concrete pump attendant","Concrete Works","Concrete Supply",tonne,1045,0
MJD-006993,LAB-06993,"Night Watchman","Labour","Miscellaneous",tonne,1062,0
MJD-006994,EXT-06994,"Plant Rates","External Works","Landscaping",tonne,0,0
MJD-006995,LAB-06995,"Day Rate (Net)","Labour","Miscellaneous",tonne,0,0
MJD-006996,LAB-06996,"Hour rate","Labour","Miscellaneous",tonne,0,0
MJD-006997,LAB-06997,"Weekly rate","Labour","Miscellaneous",tonne,0,0
MJD-006998,LAB-06998,"Daily fuel (litres)","Labour","Miscellaneous",tonne,0,0
MJD-006999,LAB-06999,"Fuel cost","Labour","Miscellaneous",tonne,0,0
MJD-007000,LAB-07000,"Daily fuel cost","Labour","Miscellaneous",tonne,0,0
MJD-007001,LAB-07001,"Total Cost /day","Labour","Miscellaneous",tonne,0,0
MJD-007002,LAB-07002,"Total Cost / hour","Labour","Miscellaneous",tonne,0,0
MJD-007003,LAB-07003,"Total Cost / week","Labour","Miscellaneous",tonne,0,0
MJD-007004,PLA-07004,"DUMPERS","Plant","Transport",item,0,0
MJD-007005,PLA-07005,"1T DUMPER","Plant","Transport",tonne,300,0
MJD-007006,PLA-07006,"3T DUMPER","Plant","Transport",tonne,410,0
MJD-007007,PLA-07007,"4T DUMPER","Plant","Transport",tonne,520,0
MJD-007008,PLA-07008,"9T DUMPER","Plant","Transport",tonne,700,0
MJD-007009,PLA-07009,"10T DUMPER","Plant","Transport",tonne,1020,0
MJD-007010,GRO-07010,"EXCAVATORS","Groundworks","Excavation",tonne,0,0
MJD-007011,GRO-07011,"1.5T EXCAVATOR","Groundworks","Excavation",tonne,425,0
MJD-007012,GRO-07012,"3T EXCAVATOR","Groundworks","Excavation",tonne,575,0
MJD-007013,GRO-07013,"5T EXCAVATOR","Groundworks","Excavation",tonne,675,0
MJD-007014,GRO-07014,"6.5T EXCAVATOR","Groundworks","Excavation",tonne,775,0
MJD-007015,GRO-07015,"8T EXCAVATOR","Groundworks","Excavation",tonne,1000,0
MJD-007016,GRO-07016,"13T EXCAVATOR","Groundworks","Excavation",tonne,1350,0
MJD-007017,GRO-07017,"20T EXCAVATOR","Groundworks","Excavation",tonne,1900,0
MJD-007018,GRO-07018,"22T EXCAVATOR","Groundworks","Excavation",tonne,2100,0
MJD-007019,GRO-07019,"25T EXCAVATOR","Groundworks","Excavation",tonne,2325,0
MJD-007020,GRO-07020,"30T EXCAVATOR","Groundworks","Excavation",tonne,3050,0
MJD-007021,GRO-07021,"17T EXCAVATOR W","Groundworks","Excavation",tonne,1550,0
MJD-007022,GRO-07022,"VACUUM EXCAVATOR inc oprtr (excluding travel @ £1.50/mile)","Groundworks","Excavation",m,9250,0
MJD-007023,GRO-07023,"EXCAVATOR BREAKERS","Groundworks","Excavation",tonne,0,0
MJD-007024,LAB-07024,"1.5T BREAKER","Labour","Miscellaneous",tonne,312.5,0
MJD-007025,LAB-07025,"3T BREAKER","Labour","Miscellaneous",tonne,375,0
MJD-007026,LAB-07026,"5T BREAKER","Labour","Miscellaneous",tonne,437.5,0
MJD-007027,LAB-07027,"8T BREAKER","Labour","Miscellaneous",tonne,500,0
MJD-007028,LAB-07028,"13T BREAKER","Labour","Miscellaneous",tonne,750,0
MJD-007029,LAB-07029,"20T BREAKER","Labour","Miscellaneous",tonne,1000,0
MJD-007030,LAB-07030,"TELEHANDLER","Labour","Miscellaneous",tonne,0,0
MJD-007031,LAB-07031,"TELEHANDLER 5M","Labour","Miscellaneous",tonne,262.5,0
MJD-007032,LAB-07032,"TELEHANDLER 7M","Labour","Miscellaneous",tonne,650,0
MJD-007033,LAB-07033,"TELEHANDLER MANITOU MT625","Labour","Miscellaneous",tonne,800,0
MJD-007034,LAB-07034,"TELEHANDLER 17M","Labour","Miscellaneous",tonne,850,0
MJD-007035,PLA-07035,"ROLLERS","Plant","Compaction Plant",ltr,0,0
MJD-007036,PLA-07036,"SINGLE DRUM ROLLER","Plant","Compaction Plant",ltr,350,0
MJD-007037,PLA-07037,"ROLLER 80","Plant","Compaction Plant",ltr,525,0
MJD-007038,PLA-07038,"ROLLER 120","Plant","Compaction Plant",ltr,700,0
MJD-007039,LAB-07039,"ROAD SWEEPER","Labour","Miscellaneous",item,0,0
MJD-007040,LAB-07040,"ROAD SWEEPER","Labour","Miscellaneous",item,2125,0
MJD-007041,LAB-07041,"ATTACHMENTS","Labour","Miscellaneous",tonne,0,0
MJD-007042,GRO-07042,"PILE PROBE","Groundworks","Piling",ltr,100,0
MJD-007043,LAB-07043,"FORK EXTENSION","Labour","Miscellaneous",tonne,125,0
MJD-007044,PRE-07044,"CRANE HOOK","Preliminaries","Lifting Equipment",item,100,0
MJD-007045,LAB-07045,"FLOOR GRINDER","Labour","Miscellaneous",ltr,0,0
MJD-007046,LAB-07046,"FLOOR GRINDER","Labour","Miscellaneous",ltr,250,0
MJD-007047,GRO-07047,"PILE MUNCHER","Groundworks","Piling",ltr,0,0
MJD-007048,GRO-07048,"PILE MUNCHER","Groundworks","Piling",ltr,550,0
MJD-007049,GRO-07049,"PILING HAMMER","Groundworks","Piling",ltr,0,0
MJD-007050,GRO-07050,"PILING HAMMER","Groundworks","Piling",ltr,625,0
MJD-007051,CON-07051,"POWER FLOAT","Concrete Works","Concrete Finishes",tonne,0,0
MJD-007052,CON-07052,"POWER FLOAT & PAN","Concrete Works","Concrete Finishes",tonne,200,0
MJD-007053,PLA-07053,"GENERATORS","Plant","Small Plant",tonne,0,0
MJD-007054,PLA-07054,"GENERATOR 3KV","Plant","Small Plant",tonne,300,0
MJD-007055,PLA-07055,"GENERATOR 4KV","Plant","Small Plant",tonne,425,0
MJD-007056,PLA-07056,"GENERATOR 5KV","Plant","Small Plant",tonne,525,0
MJD-007057,PLA-07057,"GENERATOR 6KV","Plant","Small Plant",tonne,650,0
MJD-007058,ELE-07058,"LIGHTING TOWER","Electrical","Lighting",tonne,0,0
MJD-007059,ELE-07059,"LIGHTING TOWER","Electrical","Lighting",tonne,400,0
MJD-007060,LAB-07060,"CIRCULAR SAW","Labour","Miscellaneous",ltr,0,0
MJD-007061,LAB-07061,"CORDLESS CIRCULAR SAW","Labour","Miscellaneous",ltr,125,0
MJD-007062,CON-07062,"CONCRETE SAW - ELECTRIC","Concrete Works","Concrete Supply",tonne,150,0
MJD-007063,DRA-07063,"PETROL SAW","Drainage","Interceptors",tonne,0,0
MJD-007064,DRA-07064,"PETROL SAW","Drainage","Interceptors",tonne,170,0
MJD-007066,ELE-07066,"CABLE DETECTOR","Electrical","Electrical Installation",tonne,0,0
MJD-007067,ELE-07067,"CABLE DETECTOR","Electrical","Electrical Installation",tonne,100,0
MJD-007068,LAB-07068,"RD8000","Labour","Miscellaneous",item,100,0
MJD-007069,LAB-07069,"CAT GENNY","Labour","Miscellaneous",tonne,0,0
MJD-007070,LAB-07070,"CAT GENNY","Labour","Miscellaneous",tonne,100,0
MJD-007071,LAB-07071,"DUMPY LEVEL","Labour","Miscellaneous",ltr,0,0
MJD-007072,LAB-07072,"DUMPY LEVEL","Labour","Miscellaneous",ltr,100,0
MJD-007073,LAB-07073,"LASER LEVEL","Labour","Miscellaneous",ltr,0,0
MJD-007074,LAB-07074,"LASER LEVEL","Labour","Miscellaneous",ltr,150,0
MJD-007075,LAB-07075,"TOTAL STATION","Labour","Miscellaneous",tonne,0,0
MJD-007076,LAB-07076,"LEICA TS06","Labour","Miscellaneous",tonne,300,0
MJD-007077,CON-07077,"SHUTTER RACK","Concrete Works","Formwork",tonne,0,0
MJD-007078,CON-07078,"SHUTTER RACK CQ","Concrete Works","Formwork",tonne,250,0
MJD-007079,CON-07079,"SHUTTER RACK","Concrete Works","Formwork",tonne,250,0
MJD-007080,LAB-07080,"JET WASHER","Labour","Miscellaneous",tonne,0,0
MJD-007081,LAB-07081,"JET WASHER","Labour","Miscellaneous",tonne,125,0
MJD-007082,LAB-07082,"ACCESS PLATFORMS","Labour","Miscellaneous",tonne,0,0
MJD-007083,LAB-07083,"SCISSOR LIFT","Labour","Miscellaneous",tonne,250,0
MJD-007084,LAB-07084,"ROAD PLATES","Labour","Miscellaneous",tonne,0,0
MJD-007085,LAB-07085,"ROAD PLATES","Labour","Miscellaneous",tonne,30,0
MJD-007086,LAB-07086,"WACKER PLATE","Labour","Miscellaneous",tonne,0,0
MJD-007087,LAB-07087,"WACKER PLATE","Labour","Miscellaneous",tonne,225,0
MJD-007088,LAB-07088,"CANTY DECK","Labour","Miscellaneous",tonne,0,0
